ds,actual,nhits_v2,nhits_v1,seasonal_naive
2026-01-01,1127.0,349.31894636154175,300.02948570251465,1311.0
2026-02-01,214.0,336.93326902389526,299.849950671196,379.0
2026-03-01,1503.0,823.7288323640823,497.9037503004074,1415.0
2026-04-01,1118.0,2045.1173639297485,1100.059004187584,1722.0
2026-05-01,11966.0,3562.7689955234528,3928.2116179466248,4270.0
2026-06-01,10362.0,12850.535054206848,12710.383346319199,14694.0
2026-07-01,35538.0,22994.375688552856,17745.925066947937,28421.0
