cluster_id,hotel_count,center_fit_hotel_count,total_sales,average_daily_sales,average_season_length,annual_total_2025,peak_intensity,coefficient_of_variation,summer_winter_ratio
0,737,102,99564.0,0.09246654537653343,0.9701492537313433,10723.0,0.25259595948485053,2.7559432093426524,10.412981069610005
1,82,82,317889.0,2.6534531977763307,4.329268292682927,110126.0,0.3316782172250088,1.7458904605636527,736.967372566189
2,18,2,1270.0,0.04829264582858012,2.2777777777777777,301.0,0.6694682507182507,10.072521949561992,0.5216825282301473
3,30,19,28475.0,0.6496691763632215,5.1,9445.0,0.41783099216328595,4.840064075647384,9.957314708829077
