Ay,Gercek,Tahmin,Fark,Yuzde_Hata
2026-01,1436.0,442.00518126687456,-993.9948187331254,69.21969489784996
2026-02,298.0,465.6080274680291,167.6080274680291,56.244304519472855
2026-03,1846.0,655.0155826965812,-1190.984417303419,64.51703235663157
2026-04,1441.0,1170.2280416196643,-270.7719583803357,18.790559221397345
2026-05,14822.0,3503.808903770864,-11318.191096229137,76.36075493340397
2026-06,12702.0,9339.496597056195,-3362.5034029438048,26.4722358915431
2026-07,42613.0,16750.550772624167,-25862.449227375833,60.69145384595272
