cluster_id,otel_sayisi,secilen_model,MAE,WMAE,RMSE,MAPE,WMAPE,R2
0,737,GradientBoosting,0.07545129972094253,5.809983793025021,0.6097347268987288,94.4401255794822,123.8711030114421,-0.03870530932756977
1,82,GradientBoosting,2.9914517089668435,23.618118125609996,8.45164012831657,90.55081016997877,88.04286139010532,0.14646760197611486
2,18,CatBoost,0.022536763875600472,1.3255813608134366,0.1728415814550357,99.99999637860368,100.00033831312953,-0.01729535328138332
3,30,CatBoost,1.0184463625189208,11.655223046587839,3.4351487779045575,99.19189340950784,99.81998560055997,-0.07671456792686038
